profile;montage;sides;apv;profile_category;Antal m� fireboard pr. m profil;Antal bj�lkeprofiler/PDP pr. m profil;Antal vinkelprofil pr. m profil;Antal skruer pr. m profil;Antal klammer pr. m profil
80x80x4 mm;Klammeløsning;4;267;Kvadratiske rør varmvalsede;0,4100;;0;0;32
80x80x4 mm;Bjælkeprofil eller PDP profil;1;432;Kvadratiske rør varmvalsede;0,2980;2;2;48;
80x80x4 mm;Bjælkeprofil eller PDP profil;2;159;Kvadratiske rør varmvalsede;0,2550;1;2;32;
80x80x4 mm;Bjælkeprofil eller PDP profil;3;250;Kvadratiske rør varmvalsede;0,3850;2;2;48;
80x80x4 mm;Bjælkeprofil eller PDP profil;4;367;Kvadratiske rør varmvalsede;0,6100;4;0;64;
80x80x5 mm;Klammeløsning;1;225;Kvadratiske rør varmvalsede;0,2000;;2;16;16
80x80x5 mm;Klammeløsning;2;109;Kvadratiske rør varmvalsede;0,2050;;2;16;8
80x80x5 mm;Klammeløsning;3;164;Kvadratiske rør varmvalsede;0,2850;;2;16;16
80x80x5 mm;Klammeløsning;4;218;Kvadratiske rør varmvalsede;0,4100;;0;0;32
80x80x5 mm;Bjælkeprofil eller PDP profil;1;350;Kvadratiske rør varmvalsede;0,3000;2;2;48;
80x80x5 mm;Bjælkeprofil eller PDP profil;2;130;Kvadratiske rør varmvalsede;0,2550;1;2;32;
80x80x5 mm;Bjælkeprofil eller PDP profil;3;205;Kvadratiske rør varmvalsede;0,3850;2;2;48;
80x80x5 mm;Bjælkeprofil eller PDP profil;4;300;Kvadratiske rør varmvalsede;0,6100;4;0;64;
80x80x6 mm;Klammeløsning;1;192;Kvadratiske rør varmvalsede;0,2020;;2;16;16
80x80x6 mm;Klammeløsning;2;92;Kvadratiske rør varmvalsede;0,2050;;2;16;8
80x80x6 mm;Klammeløsning;3;138;Kvadratiske rør varmvalsede;0,2850;;2;16;16
80x80x6 mm;Klammeløsning;4;184;Kvadratiske rør varmvalsede;0,4100;;0;0;32
80x80x6 mm;Bjælkeprofil eller PDP profil;1;296;Kvadratiske rør varmvalsede;0,3020;2;2;48;
80x80x6 mm;Bjælkeprofil eller PDP profil;2;110;Kvadratiske rør varmvalsede;0,2550;1;2;32;
80x80x6 mm;Bjælkeprofil eller PDP profil;3;173;Kvadratiske rør varmvalsede;0,3850;2;2;48;
80x80x6 mm;Bjælkeprofil eller PDP profil;4;253;Kvadratiske rør varmvalsede;0,6100;4;0;64;
90x90x4 mm;Klammeløsning;1;273;Kvadratiske rør varmvalsede;0,2080;;2;16;16
90x90x4 mm;Klammeløsning;2;133;Kvadratiske rør varmvalsede;0,2250;;2;16;8
90x90x4 mm;Klammeløsning;3;199;Kvadratiske rør varmvalsede;0,3150;;2;16;16
90x90x4 mm;Klammeløsning;4;265;Kvadratiske rør varmvalsede;0,4500;;0;0;32
90x90x4 mm;Bjælkeprofil eller PDP profil;1;412;Kvadratiske rør varmvalsede;0,3080;2;2;48;
90x90x4 mm;Bjælkeprofil eller PDP profil;2;155;Kvadratiske rør varmvalsede;0,2750;1;2;32;
90x90x4 mm;Bjælkeprofil eller PDP profil;3;243;Kvadratiske rør varmvalsede;0,4150;2;2;48;
90x90x4 mm;Bjælkeprofil eller PDP profil;4;353;Kvadratiske rør varmvalsede;0,6500;4;0;64;
90x90x5 mm;Klammeløsning;1;223;Kvadratiske rør varmvalsede;0,2100;;2;16;16
90x90x5 mm;Klammeløsning;2;108;Kvadratiske rør varmvalsede;0,2250;;2;16;8
90x90x5 mm;Klammeløsning;3;162;Kvadratiske rør varmvalsede;0,3150;;2;16;16
90x90x5 mm;Klammeløsning;4;216;Kvadratiske rør varmvalsede;0,4500;;0;0;32
90x90x5 mm;Bjælkeprofil eller PDP profil;1;334;Kvadratiske rør varmvalsede;0,3100;2;2;48;
90x90x5 mm;Bjælkeprofil eller PDP profil;2;126;Kvadratiske rør varmvalsede;0,2750;1;2;32;
90x90x5 mm;Bjælkeprofil eller PDP profil;3;198;Kvadratiske rør varmvalsede;0,4150;2;2;48;
90x90x5 mm;Bjælkeprofil eller PDP profil;4;288;Kvadratiske rør varmvalsede;0,6500;4;0;64;
90x90x6 mm;Klammeløsning;1;189;Kvadratiske rør varmvalsede;0,2120;;2;16;16
90x90x6 mm;Klammeløsning;2;91;Kvadratiske rør varmvalsede;0,2250;;2;16;8
90x90x6 mm;Klammeløsning;3;137;Kvadratiske rør varmvalsede;0,3150;;2;16;16
90x90x6 mm;Klammeløsning;4;182;Kvadratiske rør varmvalsede;0,4500;;0;0;32
90x90x6 mm;Bjælkeprofil eller PDP profil;1;282;Kvadratiske rør varmvalsede;0,3120;2;2;48;
90x90x6 mm;Bjælkeprofil eller PDP profil;2;107;Kvadratiske rør varmvalsede;0,2750;1;2;32;
90x90x6 mm;Bjælkeprofil eller PDP profil;3;167;Kvadratiske rør varmvalsede;0,4150;2;2;48;
90x90x6 mm;Bjælkeprofil eller PDP profil;4;243;Kvadratiske rør varmvalsede;0,6500;4;0;64;
90x90x8 mm;Klammeløsning;1;148;Kvadratiske rør varmvalsede;0,2160;;2;16;16
90x90x8 mm;Klammeløsning;2;71;Kvadratiske rør varmvalsede;0,2250;;2;16;8
90x90x8 mm;Klammeløsning;3;106;Kvadratiske rør varmvalsede;0,3150;;2;16;16
90x90x8 mm;Klammeløsning;4;141;Kvadratiske rør varmvalsede;0,4500;;0;0;32
90x90x8 mm;Bjælkeprofil eller PDP profil;1;217;Kvadratiske rør varmvalsede;0,3160;2;2;48;
90x90x8 mm;Bjælkeprofil eller PDP profil;2;83;Kvadratiske rør varmvalsede;0,2750;1;2;32;
90x90x8 mm;Bjælkeprofil eller PDP profil;3;129;Kvadratiske rør varmvalsede;0,4150;2;2;48;
90x90x8 mm;Bjælkeprofil eller PDP profil;4;188;Kvadratiske rør varmvalsede;0,6500;4;0;64;
100x100x4 mm;Klammeløsning;1;270;Kvadratiske rør varmvalsede;0,2180;;2;16;16
100x100x4 mm;Klammeløsning;2;132;Kvadratiske rør varmvalsede;0,2450;;2;16;8
100x100x4 mm;Klammeløsning;3;198;Kvadratiske rør varmvalsede;0,3450;;2;16;16
100x100x4 mm;Klammeløsning;4;264;Kvadratiske rør varmvalsede;0,4900;;0;0;32
100x100x4 mm;Bjælkeprofil eller PDP profil;1;395;Kvadratiske rør varmvalsede;0,3180;2;2;48;
100x100x4 mm;Bjælkeprofil eller PDP profil;2;152;Kvadratiske rør varmvalsede;0,2950;1;2;32;
100x100x4 mm;Bjælkeprofil eller PDP profil;3;237;Kvadratiske rør varmvalsede;0,4450;2;2;48;
100x100x4 mm;Bjælkeprofil eller PDP profil;4;343;Kvadratiske rør varmvalsede;0,6900;4;0;64;
100x100x5 mm;Klammeløsning;1;220;Kvadratiske rør varmvalsede;0,2200;;2;16;16
100x100x5 mm;Klammeløsning;2;107;Kvadratiske rør varmvalsede;0,2450;;2;16;8
100x100x5 mm;Klammeløsning;3;161;Kvadratiske rør varmvalsede;0,3450;;2;16;16
100x100x5 mm;Klammeløsning;4;214;Kvadratiske rør varmvalsede;0,4900;;0;0;32
100x100x5 mm;Bjælkeprofil eller PDP profil;1;320;Kvadratiske rør varmvalsede;0,3200;2;2;48;
100x100x5 mm;Bjælkeprofil eller PDP profil;2;123;Kvadratiske rør varmvalsede;0,2950;1;2;32;
100x100x5 mm;Bjælkeprofil eller PDP profil;3;193;Kvadratiske rør varmvalsede;0,4450;2;2;48;
100x100x5 mm;Bjælkeprofil eller PDP profil;4;279;Kvadratiske rør varmvalsede;0,6900;4;0;64;
100x100x6 mm;Klammeløsning;1;187;Kvadratiske rør varmvalsede;0,2220;;2;16;16
100x100x6 mm;Klammeløsning;2;91;Kvadratiske rør varmvalsede;0,2450;;2;16;8
100x100x6 mm;Klammeløsning;3;136;Kvadratiske rør varmvalsede;0,3450;;2;16;16
100x100x6 mm;Klammeløsning;4;181;Kvadratiske rør varmvalsede;0,4900;;0;0;32
100x100x6 mm;Bjælkeprofil eller PDP profil;1;270;Kvadratiske rør varmvalsede;0,3220;2;2;48;
100x100x6 mm;Bjælkeprofil eller PDP profil;2;104;Kvadratiske rør varmvalsede;0,2950;1;2;32;
100x100x6 mm;Bjælkeprofil eller PDP profil;3;163;Kvadratiske rør varmvalsede;0,4450;2;2;48;
100x100x6 mm;Bjælkeprofil eller PDP profil;4;235;Kvadratiske rør varmvalsede;0,6900;4;0;64;
100x100x8 mm;Klammeløsning;1;145;Kvadratiske rør varmvalsede;0,2260;;2;16;16
100x100x8 mm;Klammeløsning;2;70;Kvadratiske rør varmvalsede;0,2450;;2;16;8
100x100x8 mm;Klammeløsning;3;105;Kvadratiske rør varmvalsede;0,3450;;2;16;16
100x100x8 mm;Klammeløsning;4;139;Kvadratiske rør varmvalsede;0,4900;;0;0;32
100x100x8 mm;Bjælkeprofil eller PDP profil;1;208;Kvadratiske rør varmvalsede;0,3260;2;2;48;
100x100x8 mm;Bjælkeprofil eller PDP profil;2;80;Kvadratiske rør varmvalsede;0,2950;1;2;32;
100x100x8 mm;Bjælkeprofil eller PDP profil;3;125;Kvadratiske rør varmvalsede;0,4450;2;2;48;
100x100x8 mm;Bjælkeprofil eller PDP profil;4;181;Kvadratiske rør varmvalsede;0,6900;4;0;64;
100x100x10 mm;Klammeløsning;1;120;Kvadratiske rør varmvalsede;0,2300;;2;16;16
100x100x10 mm;Klammeløsning;2;58;Kvadratiske rør varmvalsede;0,2450;;2;16;8
100x100x10 mm;Klammeløsning;3;86;Kvadratiske rør varmvalsede;0,3450;;2;16;16
100x100x10 mm;Klammeløsning;4;115;Kvadratiske rør varmvalsede;0,4900;;0;0;32
100x100x10 mm;Bjælkeprofil eller PDP profil;1;170;Kvadratiske rør varmvalsede;0,3300;2;2;48;
100x100x10 mm;Bjælkeprofil eller PDP profil;2;66;Kvadratiske rør varmvalsede;0,2950;1;2;32;
100x100x10 mm;Bjælkeprofil eller PDP profil;3;104;Kvadratiske rør varmvalsede;0,4450;2;2;48;
100x100x10 mm;Bjælkeprofil eller PDP profil;4;149;Kvadratiske rør varmvalsede;0,6900;4;0;64;
120x120x5 mm;Klammeløsning;1;217;Kvadratiske rør varmvalsede;0,2400;;2;16;16
120x120x5 mm;Klammeløsning;2;106;Kvadratiske rør varmvalsede;0,2850;;2;16;8
120x120x5 mm;Klammeløsning;3;159;Kvadratiske rør varmvalsede;0,4050;;2;16;16
120x120x5 mm;Klammeløsning;4;212;Kvadratiske rør varmvalsede;0,5700;;0;0;32
120x120x5 mm;Bjælkeprofil eller PDP profil;1;300;Kvadratiske rør varmvalsede;0,3400;2;2;48;
120x120x5 mm;Bjælkeprofil eller PDP profil;2;119;Kvadratiske rør varmvalsede;0,3350;1;2;32;
120x120x5 mm;Bjælkeprofil eller PDP profil;3;186;Kvadratiske rør varmvalsede;0,5050;2;2;48;
120x120x5 mm;Bjælkeprofil eller PDP profil;4;265;Kvadratiske rør varmvalsede;0,7700;4;0;64;
120x120x6 mm;Klammeløsning;1;184;Kvadratiske rør varmvalsede;0,2420;;2;16;16
120x120x6 mm;Klammeløsning;2;89;Kvadratiske rør varmvalsede;0,2850;;2;16;8
120x120x6 mm;Klammeløsning;3;134;Kvadratiske rør varmvalsede;0,4050;;2;16;16
120x120x6 mm;Klammeløsning;4;178;Kvadratiske rør varmvalsede;0,5700;;0;0;32
120x120x6 mm;Bjælkeprofil eller PDP profil;1;253;Kvadratiske rør varmvalsede;0,3420;2;2;48;
120x120x6 mm;Bjælkeprofil eller PDP profil;2;100;Kvadratiske rør varmvalsede;0,3350;1;2;32;
120x120x6 mm;Bjælkeprofil eller PDP profil;3;156;Kvadratiske rør varmvalsede;0,5050;2;2;48;
120x120x6 mm;Bjælkeprofil eller PDP profil;4;223;Kvadratiske rør varmvalsede;0,7700;4;0;64;
120x120x8 mm;Klammeløsning;1;142;Kvadratiske rør varmvalsede;0,2460;;2;16;16
120x120x8 mm;Klammeløsning;2;69;Kvadratiske rør varmvalsede;0,2850;;2;16;8
120x120x8 mm;Klammeløsning;3;103;Kvadratiske rør varmvalsede;0,4050;;2;16;16
120x120x8 mm;Klammeløsning;4;137;Kvadratiske rør varmvalsede;0,5700;;0;0;32
120x120x8 mm;Bjælkeprofil eller PDP profil;1;194;Kvadratiske rør varmvalsede;0,3460;2;2;48;
120x120x8 mm;Bjælkeprofil eller PDP profil;2;77;Kvadratiske rør varmvalsede;0,3350;1;2;32;
120x120x8 mm;Bjælkeprofil eller PDP profil;3;120;Kvadratiske rør varmvalsede;0,5050;2;2;48;
120x120x8 mm;Bjælkeprofil eller PDP profil;4;171;Kvadratiske rør varmvalsede;0,7700;4;0;64;
120x120x10 mm;Klammeløsning;1;117;Kvadratiske rør varmvalsede;0,2500;;2;16;16
120x120x10 mm;Klammeløsning;2;56;Kvadratiske rør varmvalsede;0,2850;;2;16;8
120x120x10 mm;Klammeløsning;3;84;Kvadratiske rør varmvalsede;0,4050;;2;16;16
120x120x10 mm;Klammeløsning;4;112;Kvadratiske rør varmvalsede;0,5700;;0;0;32
120x120x10 mm;Bjælkeprofil eller PDP profil;1;159;Kvadratiske rør varmvalsede;0,3500;2;2;48;
120x120x10 mm;Bjælkeprofil eller PDP profil;2;63;Kvadratiske rør varmvalsede;0,3350;1;2;32;
120x120x10 mm;Bjælkeprofil eller PDP profil;3;98;Kvadratiske rør varmvalsede;0,5050;2;2;48;
120x120x10 mm;Bjælkeprofil eller PDP profil;4;140;Kvadratiske rør varmvalsede;0,7700;4;0;64;
140x140x5 mm;Klammeløsning;1;215;Kvadratiske rør varmvalsede;0,2600;;2;16;16
140x140x5 mm;Klammeløsning;2;105;Kvadratiske rør varmvalsede;0,3250;;2;16;8
140x140x5 mm;Klammeløsning;3;158;Kvadratiske rør varmvalsede;0,4650;;2;16;16
140x140x5 mm;Klammeløsning;4;210;Kvadratiske rør varmvalsede;0,6500;;0;0;32
140x140x5 mm;Bjælkeprofil eller PDP profil;1;286;Kvadratiske rør varmvalsede;0,3600;2;2;48;
140x140x5 mm;Bjælkeprofil eller PDP profil;2;117;Kvadratiske rør varmvalsede;0,3750;1;2;32;
140x140x5 mm;Bjælkeprofil eller PDP profil;3;180;Kvadratiske rør varmvalsede;0,5650;2;2;48;
140x140x5 mm;Bjælkeprofil eller PDP profil;4;255;Kvadratiske rør varmvalsede;0,8500;4;0;64;
140x140x6 mm;Klammeløsning;1;181;Kvadratiske rør varmvalsede;0,2620;;2;16;16
140x140x6 mm;Klammeløsning;2;89;Kvadratiske rør varmvalsede;0,3250;;2;16;8
140x140x6 mm;Klammeløsning;3;133;Kvadratiske rør varmvalsede;0,4650;;2;16;16
140x140x6 mm;Klammeløsning;4;177;Kvadratiske rør varmvalsede;0,6500;;0;0;32
140x140x6 mm;Bjælkeprofil eller PDP profil;1;241;Kvadratiske rør varmvalsede;0,3620;2;2;48;
140x140x6 mm;Bjælkeprofil eller PDP profil;2;98;Kvadratiske rør varmvalsede;0,3750;1;2;32;
140x140x6 mm;Bjælkeprofil eller PDP profil;3;151;Kvadratiske rør varmvalsede;0,5650;2;2;48;
140x140x6 mm;Bjælkeprofil eller PDP profil;4;214;Kvadratiske rør varmvalsede;0,8500;4;0;64;
140x140x8 mm;Klammeløsning;1;140;Kvadratiske rør varmvalsede;0,2660;;2;16;16
140x140x8 mm;Klammeløsning;2;68;Kvadratiske rør varmvalsede;0,3250;;2;16;8
140x140x8 mm;Klammeløsning;3;101;Kvadratiske rør varmvalsede;0,4650;;2;16;16
140x140x8 mm;Klammeløsning;4;135;Kvadratiske rør varmvalsede;0,6500;;0;0;32
140x140x8 mm;Bjælkeprofil eller PDP profil;1;184;Kvadratiske rør varmvalsede;0,3660;2;2;48;
140x140x8 mm;Bjælkeprofil eller PDP profil;2;75;Kvadratiske rør varmvalsede;0,3750;1;2;32;
140x140x8 mm;Bjælkeprofil eller PDP profil;3;116;Kvadratiske rør varmvalsede;0,5650;2;2;48;
140x140x8 mm;Bjælkeprofil eller PDP profil;4;164;Kvadratiske rør varmvalsede;0,8500;4;0;64;
140x140x10 mm;Klammeløsning;1;115;Kvadratiske rør varmvalsede;0,2700;;2;16;16
140x140x10 mm;Klammeløsning;2;56;Kvadratiske rør varmvalsede;0,3250;;2;16;8
140x140x10 mm;Klammeløsning;3;83;Kvadratiske rør varmvalsede;0,4650;;2;16;16
140x140x10 mm;Klammeløsning;4;111;Kvadratiske rør varmvalsede;0,6500;;0;0;32
140x140x10 mm;Bjælkeprofil eller PDP profil;1;150;Kvadratiske rør varmvalsede;0,3700;2;2;48;
140x140x10 mm;Bjælkeprofil eller PDP profil;2;61;Kvadratiske rør varmvalsede;0,3750;1;2;32;
140x140x10 mm;Bjælkeprofil eller PDP profil;3;95;Kvadratiske rør varmvalsede;0,5650;2;2;48;
140x140x10 mm;Bjælkeprofil eller PDP profil;4;134;Kvadratiske rør varmvalsede;0,8500;4;0;64;
150x150x5 mm;Klammeløsning;1;214;Kvadratiske rør varmvalsede;0,2700;;2;16;16
150x150x5 mm;Klammeløsning;2;105;Kvadratiske rør varmvalsede;0,3450;;2;16;8
150x150x5 mm;Klammeløsning;3;157;Kvadratiske rør varmvalsede;0,4950;;2;16;16
150x150x5 mm;Klammeløsning;4;210;Kvadratiske rør varmvalsede;0,6900;;0;0;32
150x150x5 mm;Bjælkeprofil eller PDP profil;1;280;Kvadratiske rør varmvalsede;0,3700;2;2;48;
150x150x5 mm;Bjælkeprofil eller PDP profil;2;115;Kvadratiske rør varmvalsede;0,3950;1;2;32;
150x150x5 mm;Bjælkeprofil eller PDP profil;3;178;Kvadratiske rør varmvalsede;0,5950;2;2;48;
150x150x5 mm;Bjælkeprofil eller PDP profil;4;251;Kvadratiske rør varmvalsede;0,8900;4;0;64;
150x150x6 mm;Klammeløsning;1;180;Kvadratiske rør varmvalsede;0,2720;;2;16;16
150x150x6 mm;Klammeløsning;2;88;Kvadratiske rør varmvalsede;0,3450;;2;16;8
150x150x6 mm;Klammeløsning;3;132;Kvadratiske rør varmvalsede;0,4950;;2;16;16
150x150x6 mm;Klammeløsning;4;176;Kvadratiske rør varmvalsede;0,6900;;0;0;32
150x150x6 mm;Bjælkeprofil eller PDP profil;1;236;Kvadratiske rør varmvalsede;0,3720;2;2;48;
150x150x6 mm;Bjælkeprofil eller PDP profil;2;97;Kvadratiske rør varmvalsede;0,3950;1;2;32;
150x150x6 mm;Bjælkeprofil eller PDP profil;3;150;Kvadratiske rør varmvalsede;0,5950;2;2;48;
150x150x6 mm;Bjælkeprofil eller PDP profil;4;211;Kvadratiske rør varmvalsede;0,8900;4;0;64;
150x150x8 mm;Klammeløsning;1;139;Kvadratiske rør varmvalsede;0,2760;;2;16;16
150x150x8 mm;Klammeløsning;2;67;Kvadratiske rør varmvalsede;0,3450;;2;16;8
150x150x8 mm;Klammeløsning;3;101;Kvadratiske rør varmvalsede;0,4950;;2;16;16
150x150x8 mm;Klammeløsning;4;134;Kvadratiske rør varmvalsede;0,6900;;0;0;32
150x150x8 mm;Bjælkeprofil eller PDP profil;1;180;Kvadratiske rør varmvalsede;0,3760;2;2;48;
150x150x8 mm;Bjælkeprofil eller PDP profil;2;74;Kvadratiske rør varmvalsede;0,3950;1;2;32;
150x150x8 mm;Bjælkeprofil eller PDP profil;3;114;Kvadratiske rør varmvalsede;0,5950;2;2;48;
150x150x8 mm;Bjælkeprofil eller PDP profil;4;161;Kvadratiske rør varmvalsede;0,8900;4;0;64;
150x150x10 mm;Klammeløsning;1;114;Kvadratiske rør varmvalsede;0,2800;;2;16;16
150x150x10 mm;Klammeløsning;2;55;Kvadratiske rør varmvalsede;0,3450;;2;16;8
150x150x10 mm;Klammeløsning;3;82;Kvadratiske rør varmvalsede;0,4950;;2;16;16
150x150x10 mm;Klammeløsning;4;110;Kvadratiske rør varmvalsede;0,6900;;0;0;32
150x150x10 mm;Bjælkeprofil eller PDP profil;1;147;Kvadratiske rør varmvalsede;0,3800;2;2;48;
150x150x10 mm;Bjælkeprofil eller PDP profil;2;61;Kvadratiske rør varmvalsede;0,3950;1;2;32;
150x150x10 mm;Bjælkeprofil eller PDP profil;3;93;Kvadratiske rør varmvalsede;0,5950;2;2;48;
150x150x10 mm;Bjælkeprofil eller PDP profil;4;132;Kvadratiske rør varmvalsede;0,8900;4;0;64;
150x150x12,5 mm;Klammeløsning;1;94;Kvadratiske rør varmvalsede;0,2850;;2;16;16
150x150x12,5 mm;Klammeløsning;2;45;Kvadratiske rør varmvalsede;0,3450;;2;16;8
150x150x12,5 mm;Klammeløsning;3;68;Kvadratiske rør varmvalsede;0,4950;;2;16;16
150x150x12,5 mm;Klammeløsning;4;90;Kvadratiske rør varmvalsede;0,6900;;0;0;32
150x150x12,5 mm;Bjælkeprofil eller PDP profil;1;120;Kvadratiske rør varmvalsede;0,3850;2;2;48;
150x150x12,5 mm;Bjælkeprofil eller PDP profil;2;50;Kvadratiske rør varmvalsede;0,3950;1;2;32;
150x150x12,5 mm;Bjælkeprofil eller PDP profil;3;77;Kvadratiske rør varmvalsede;0,5950;2;2;48;
150x150x12,5 mm;Bjælkeprofil eller PDP profil;4;108;Kvadratiske rør varmvalsede;0,8900;4;0;64;
150x150x16 mm;Klammeløsning;1;76;Kvadratiske rør varmvalsede;0,2920;;2;16;16
150x150x16 mm;Klammeløsning;2;37;Kvadratiske rør varmvalsede;0,3450;;2;16;8
150x150x16 mm;Klammeløsning;3;55;Kvadratiske rør varmvalsede;0,4950;;2;16;16
150x150x16 mm;Klammeløsning;4;73;Kvadratiske rør varmvalsede;0,6900;;0;0;32
150x150x16 mm;Bjælkeprofil eller PDP profil;1;97;Kvadratiske rør varmvalsede;0,3920;2;2;48;
150x150x16 mm;Bjælkeprofil eller PDP profil;2;40;Kvadratiske rør varmvalsede;0,3950;1;2;32;
150x150x16 mm;Bjælkeprofil eller PDP profil;3;62;Kvadratiske rør varmvalsede;0,5950;2;2;48;
150x150x16 mm;Bjælkeprofil eller PDP profil;4;87;Kvadratiske rør varmvalsede;0,8900;4;0;64;
160x160x5 mm;Klammeløsning;1;213;Kvadratiske rør varmvalsede;0,2800;;2;16;16
160x160x5 mm;Klammeløsning;2;105;Kvadratiske rør varmvalsede;0,3650;;2;16;8
160x160x5 mm;Klammeløsning;3;157;Kvadratiske rør varmvalsede;0,5250;;2;16;16
160x160x5 mm;Klammeløsning;4;209;Kvadratiske rør varmvalsede;0,7300;;0;0;32
160x160x5 mm;Bjælkeprofil eller PDP profil;1;275;Kvadratiske rør varmvalsede;0,3800;2;2;48;
160x160x5 mm;Bjælkeprofil eller PDP profil;2;115;Kvadratiske rør varmvalsede;0,4150;1;2;32;
160x160x5 mm;Bjælkeprofil eller PDP profil;3;176;Kvadratiske rør varmvalsede;0,6250;2;2;48;
160x160x5 mm;Bjælkeprofil eller PDP profil;4;248;Kvadratiske rør varmvalsede;0,9300;4;0;64;
160x160x6 mm;Klammeløsning;1;180;Kvadratiske rør varmvalsede;0,2820;;2;16;16
160x160x6 mm;Klammeløsning;2;88;Kvadratiske rør varmvalsede;0,3650;;2;16;8
160x160x6 mm;Klammeløsning;3;132;Kvadratiske rør varmvalsede;0,5250;;2;16;16
160x160x6 mm;Klammeløsning;4;175;Kvadratiske rør varmvalsede;0,7300;;0;0;32
160x160x6 mm;Bjælkeprofil eller PDP profil;1;232;Kvadratiske rør varmvalsede;0,3820;2;2;48;
160x160x6 mm;Bjælkeprofil eller PDP profil;2;96;Kvadratiske rør varmvalsede;0,4150;1;2;32;
160x160x6 mm;Bjælkeprofil eller PDP profil;3;148;Kvadratiske rør varmvalsede;0,6250;2;2;48;
160x160x6 mm;Bjælkeprofil eller PDP profil;4;208;Kvadratiske rør varmvalsede;0,9300;4;0;64;
160x160x8 mm;Klammeløsning;1;138;Kvadratiske rør varmvalsede;0,2860;;2;16;16
160x160x8 mm;Klammeløsning;2;56;Kvadratiske rør varmvalsede;0,3650;;2;16;8
160x160x8 mm;Klammeløsning;3;83;Kvadratiske rør varmvalsede;0,5250;;2;16;16
160x160x8 mm;Klammeløsning;4;111;Kvadratiske rør varmvalsede;0,7300;;0;0;32
160x160x8 mm;Bjælkeprofil eller PDP profil;1;177;Kvadratiske rør varmvalsede;0,3860;2;2;48;
160x160x8 mm;Bjælkeprofil eller PDP profil;2;61;Kvadratiske rør varmvalsede;0,4150;1;2;32;
160x160x8 mm;Bjælkeprofil eller PDP profil;3;94;Kvadratiske rør varmvalsede;0,6250;2;2;48;
160x160x8 mm;Bjælkeprofil eller PDP profil;4;132;Kvadratiske rør varmvalsede;0,9300;4;0;64;
160x160x10 mm;Klammeløsning;1;113;Kvadratiske rør varmvalsede;0,2900;;2;16;16
160x160x10 mm;Klammeløsning;2;55;Kvadratiske rør varmvalsede;0,3650;;2;16;8
160x160x10 mm;Klammeløsning;3;82;Kvadratiske rør varmvalsede;0,5250;;2;16;16
160x160x10 mm;Klammeløsning;4;109;Kvadratiske rør varmvalsede;0,7300;;0;0;32
160x160x10 mm;Bjælkeprofil eller PDP profil;1;144;Kvadratiske rør varmvalsede;0,3900;2;2;48;
160x160x10 mm;Bjælkeprofil eller PDP profil;2;60;Kvadratiske rør varmvalsede;0,4150;1;2;32;
160x160x10 mm;Bjælkeprofil eller PDP profil;3;92;Kvadratiske rør varmvalsede;0,6250;2;2;48;
160x160x10 mm;Bjælkeprofil eller PDP profil;4;130;Kvadratiske rør varmvalsede;0,9300;4;0;64;
180x180x5 mm;Klammeløsning;1;212;Kvadratiske rør varmvalsede;0,3000;;2;16;16
180x180x5 mm;Klammeløsning;2;104;Kvadratiske rør varmvalsede;0,4050;;2;16;8
180x180x5 mm;Klammeløsning;3;156;Kvadratiske rør varmvalsede;0,5850;;2;16;16
180x180x5 mm;Klammeløsning;4;208;Kvadratiske rør varmvalsede;0,8100;;0;0;32
180x180x5 mm;Bjælkeprofil eller PDP profil;1;267;Kvadratiske rør varmvalsede;0,4000;2;2;48;
180x180x5 mm;Bjælkeprofil eller PDP profil;2;113;Kvadratiske rør varmvalsede;0,4550;1;2;32;
180x180x5 mm;Bjælkeprofil eller PDP profil;3;173;Kvadratiske rør varmvalsede;0,6850;2;2;48;
180x180x5 mm;Bjælkeprofil eller PDP profil;4;243;Kvadratiske rør varmvalsede;1,0100;4;0;64;
180x180x6,3 mm;Klammeløsning;1;170;Kvadratiske rør varmvalsede;0,3026;;2;16;16
180x180x6,3 mm;Klammeløsning;2;84;Kvadratiske rør varmvalsede;0,4050;;2;16;8
180x180x6,3 mm;Klammeløsning;3;125;Kvadratiske rør varmvalsede;0,5850;;2;16;16
180x180x6,3 mm;Klammeløsning;4;167;Kvadratiske rør varmvalsede;0,8100;;0;0;32
180x180x6,3 mm;Bjælkeprofil eller PDP profil;1;214;Kvadratiske rør varmvalsede;0,4026;2;2;48;
180x180x6,3 mm;Bjælkeprofil eller PDP profil;2;91;Kvadratiske rør varmvalsede;0,4550;1;2;32;
180x180x6,3 mm;Bjælkeprofil eller PDP profil;3;139;Kvadratiske rør varmvalsede;0,6850;2;2;48;
180x180x6,3 mm;Bjælkeprofil eller PDP profil;4;194;Kvadratiske rør varmvalsede;1,0100;4;0;64;
180x180x8 mm;Klammeløsning;1;137;Kvadratiske rør varmvalsede;0,3060;;2;16;16
180x180x8 mm;Klammeløsning;2;67;Kvadratiske rør varmvalsede;0,4050;;2;16;8
180x180x8 mm;Klammeløsning;3;100;Kvadratiske rør varmvalsede;0,5850;;2;16;16
180x180x8 mm;Klammeløsning;4;133;Kvadratiske rør varmvalsede;0,8100;;0;0;32
180x180x8 mm;Bjælkeprofil eller PDP profil;1;171;Kvadratiske rør varmvalsede;0,4060;2;2;48;
180x180x8 mm;Bjælkeprofil eller PDP profil;2;72;Kvadratiske rør varmvalsede;0,4550;1;2;32;
